"id","sentence","aspect","opinion"
"2212","If you want good authentic Thai this place is not the place to go .","Thai","good authentic"
"3426","I recommend getting a reservation even though we saw people seated without one .","reservation","recommend"
"1138","The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .","Grilled Chicken special with Edamame Puree","enjoyed"
"2124","Staff is very accomodating .","Staff","accomodating"
"2801","Very popular style Izakaya ( Sake and small portion of sake-friendly dishes ) .","dishes","sake-friendly"
"2801","Very popular style Izakaya ( Sake and small portion of sake-friendly dishes ) .","portion","small"
"224","The food was terrific and the service classy , attentive , without being overbearing .","food","terrific"
"224","The food was terrific and the service classy , attentive , without being overbearing .","service","classy attentive without being overbearing"
"2434","This is an amazing place to try some roti rolls .","roti rolls","try"
"459","Fresh ingredients and everything is made to order .","ingredients","Fresh"
"3042","We have never had any problems with charging the meal or the tip , and the food was delivered quickly , but we live only a few minutes walk from them .","meal","never had any problems"
"3042","We have never had any problems with charging the meal or the tip , and the food was delivered quickly , but we live only a few minutes walk from them .","food","delivered quickly"
"3042","We have never had any problems with charging the meal or the tip , and the food was delivered quickly , but we live only a few minutes walk from them .","tip","quickly"
"152","Quick and friendly service .","service","Quick friendly"
"2426","They are tasty , but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system .","meat","tasty suggest"
"494","Try the hot dogs too , they 're snappy and delicious .","hot dogs","Try snappy delicious"
"1033","Delivery is fast too .","Delivery","fast"
"2486","The noise level was unbearable , conversation impossible .","noise level","unbearable"
"2307","Personal pans are the perfect size for those hungry nights .","Personal pans","perfect"
"1646","Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls .","Spicy Fried Clam Rolls","recommended"
"1646","Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls .","Spider Rolls","recommended"
"3255","One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way .","menu","positive"
"318","The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon .","atmosphere","great"
"198","Odd for Ave B , not just odd , The place attracts an eclectic crowd to say the least .","place","odd"
"2062","just got back from lunch at Tamarind and it was excellent .","lunch","excellent"
"3557","head and shoulders above its neighboors on east 6 st , taj mahal is also very comparable , in food quality , to the much overpraised ( and underdeserving ) baluchi 's .","food quality","comparable"
"1542","As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were .","food","subpar"
"1542","As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were .","containers","expensive"
"2328","Great Indian food and the service is incredible .","Indian food","Great"
"2328","Great Indian food and the service is incredible .","service","incredible"
"504","Decor is nice and minimalist , food simple yet very well presented and cooked , and the wine list matches the food very well .","Decor","nice minimalist"
"504","Decor is nice and minimalist , food simple yet very well presented and cooked , and the wine list matches the food very well .","food","simple well presented and cooked"
"504","Decor is nice and minimalist , food simple yet very well presented and cooked , and the wine list matches the food very well .","wine list","well"
"1853","I had the salmon dish and while it was fine , for the price paid , I expected it to have some type of flavor .","salmon dish","fine"
"1853","I had the salmon dish and while it was fine , for the price paid , I expected it to have some type of flavor .","flavor","fine"
"1853","I had the salmon dish and while it was fine , for the price paid , I expected it to have some type of flavor .","price","fine"
"1538","We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich .","tuna melt","with out"
"1538","We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich .","cheese","with out"
"1538","We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich .","tuna sandwich","with out"
